iteration,best_value
0.0,0.112952
3.8835,0.100132
9.70874,0.0828181
11.6505,0.0812319
14.5631,0.0785884
20.3883,0.0742264
29.1262,0.0739609
34.9515,0.0729029
38.835,0.072638
51.4563,0.0723721
73.7864,0.0721048
100.971,0.071969
135.922,0.0718323
186.408,0.0717181
300.0,0.0717181
600.0,0.0717181
696.117,0.0717181
781.553,0.0717181
854.369,0.0717181
1000.0,0.0717181
